0.5,-0.27279
0.64752,0.11352
0.95344,0.027942
0.19127,-0.074202
0.49494,0.032641
0.95252,0.026829
0.19326,-0.042455
0.53138,0.010796
0.92722,0.025033
0.27349,-0.027388
0.70387,0.0002414
0.76745,0.022639
0.67955,-0.017598
0.78393,-0.0058051
0.61752,0.019761
0.88888,-0.010339
0.35319,-0.0093368
0.83125,0.01653
0.53251,-0.0046795
0.91109,-0.011177
0.28708,0.013093
0.76617,-0.00024139
0.65925,-0.011762
0.81491,0.0096032
0.56471,0.0031485
0.9076,-0.011384
0.29719,0.0062088
0.77473,0.005588
0.64764,-0.010271
0.82969,0.0030481
0.52306,0.0071534
0.92494,-0.0086252
0.24689,0.00024137
0.68445,0.0079229
0.80279,-0.0066333
0.5761,-0.0021152
0.89682,0.0079877
0.34851,-0.0044693
0.83131,-0.0039537
0.51208,0.0074542
0.92687,-0.0022919
0.24709,-0.0052371
0.67926,0.0064427
0.80831,-0.00024135
0.57002,-0.00596
0.8958,0.0050835
0.34854,0.0015654
0.83762,-0.0061474
0.4944,0.0035105
0.92349,NaN
